HGNC,Gene,Disease,MONDO,GCEP,CDWG
HGNC:9411,PLD1,polycystic liver disease 1,MONDO:0008265,Kidney Cystic and Ciliopathy Disorders,Kidney Disease
HGNC:9411,VASAP-60,polycystic liver disease 1,MONDO:0008265,Kidney Cystic and Ciliopathy Disorders,Kidney Disease
HGNC:9407,PRKD1,congenital heart disease,MONDO:0005453,Congenital Heart Disease,Cardiovascular
HGNC:9407,PKC-MU,congenital heart disease,MONDO:0005453,Congenital Heart Disease,Cardiovascular
HGNC:9407,PKCM,congenital heart disease,MONDO:0005453,Congenital Heart Disease,Cardiovascular
HGNC:9407,PKD,congenital heart disease,MONDO:0005453,Congenital Heart Disease,Cardiovascular
HGNC:9407,PRKCM,congenital heart disease,MONDO:0005453,Congenital Heart Disease,Cardiovascular
HGNC:9407,PRKD1,congenital heart disease,MONDO:0005453,Congenital Heart Disease,Cardiovascular
HGNC:9407,PKC-MU,congenital heart disease,MONDO:0005453,Congenital Heart Disease,Cardiovascular
HGNC:9407,PKCM,congenital heart disease,MONDO:0005453,Congenital Heart Disease,Cardiovascular
HGNC:9407,PKD,congenital heart disease,MONDO:0005453,Congenital Heart Disease,Cardiovascular
HGNC:9407,PRKCM,congenital heart disease,MONDO:0005453,Congenital Heart Disease,Cardiovascular
HGNC:9413,PRKDC,severe combined immunodeficiency due to DNA-PKcs deficiency,MONDO:0014423,SCID-CID,Immunology
HGNC:9413,DNA-PKC,severe combined immunodeficiency due to DNA-PKcs deficiency,MONDO:0014423,SCID-CID,Immunology
HGNC:9413,DNA-PKCS,severe combined immunodeficiency due to DNA-PKcs deficiency,MONDO:0014423,SCID-CID,Immunology
HGNC:9413,DNAPK,severe combined immunodeficiency due to DNA-PKcs deficiency,MONDO:0014423,SCID-CID,Immunology
HGNC:9413,DNAPKC,severe combined immunodeficiency due to DNA-PKcs deficiency,MONDO:0014423,SCID-CID,Immunology
HGNC:9413,DNPK1,severe combined immunodeficiency due to DNA-PKcs deficiency,MONDO:0014423,SCID-CID,Immunology
HGNC:9413,HYRC,severe combined immunodeficiency due to DNA-PKcs deficiency,MONDO:0014423,SCID-CID,Immunology
HGNC:9413,HYRC1,severe combined immunodeficiency due to DNA-PKcs deficiency,MONDO:0014423,SCID-CID,Immunology
HGNC:9413,P350,severe combined immunodeficiency due to DNA-PKcs deficiency,MONDO:0014423,SCID-CID,Immunology
HGNC:9413,P460,severe combined immunodeficiency due to DNA-PKcs deficiency,MONDO:0014423,SCID-CID,Immunology
HGNC:9413,XRCC7,severe combined immunodeficiency due to DNA-PKcs deficiency,MONDO:0014423,SCID-CID,Immunology
HGNC:9414,PRKG1,familial thoracic aortic aneurysm and aortic dissection,MONDO:0019625,Heritable Thoracic Aortic Aneurysm and Dissection,Cardiovascular
HGNC:9414,PGK,familial thoracic aortic aneurysm and aortic dissection,MONDO:0019625,Heritable Thoracic Aortic Aneurysm and Dissection,Cardiovascular
HGNC:9414,PKG,familial thoracic aortic aneurysm and aortic dissection,MONDO:0019625,Heritable Thoracic Aortic Aneurysm and Dissection,Cardiovascular
HGNC:9414,PKG1,familial thoracic aortic aneurysm and aortic dissection,MONDO:0019625,Heritable Thoracic Aortic Aneurysm and Dissection,Cardiovascular
HGNC:9414,PRKG1B,familial thoracic aortic aneurysm and aortic dissection,MONDO:0019625,Heritable Thoracic Aortic Aneurysm and Dissection,Cardiovascular
HGNC:9414,PRKGR1B,familial thoracic aortic aneurysm and aortic dissection,MONDO:0019625,Heritable Thoracic Aortic Aneurysm and Dissection,Cardiovascular
HGNC:8607,PRKN,Parkinson disease,MONDO:0005180,Parkinson's Disease,Neurological Disorders
HGNC:8607,AR-JP,Parkinson disease,MONDO:0005180,Parkinson's Disease,Neurological Disorders
HGNC:8607,PARK2,Parkinson disease,MONDO:0005180,Parkinson's Disease,Neurological Disorders
HGNC:8607,PARKIN,Parkinson disease,MONDO:0005180,Parkinson's Disease,Neurological Disorders
HGNC:8607,PDJ,Parkinson disease,MONDO:0005180,Parkinson's Disease,Neurological Disorders
HGNC:9451,PROC,hereditary thrombophilia due to congenital protein C deficiency,MONDO:0019145,Hemostasis/Thrombosis,Hemostasis/Thrombosis
HGNC:9451,,hereditary thrombophilia due to congenital protein C deficiency,MONDO:0019145,Hemostasis/Thrombosis,Hemostasis/Thrombosis
HGNC:9453,PRODH,hyperprolinemia type 1,MONDO:0009400,Aminoacidopathy,Inborn Errors of Metabolism
HGNC:9453,HSPOX2,hyperprolinemia type 1,MONDO:0009400,Aminoacidopathy,Inborn Errors of Metabolism
HGNC:9453,PIG6,hyperprolinemia type 1,MONDO:0009400,Aminoacidopathy,Inborn Errors of Metabolism
HGNC:9453,POX,hyperprolinemia type 1,MONDO:0009400,Aminoacidopathy,Inborn Errors of Metabolism
HGNC:9453,PRODH1,hyperprolinemia type 1,MONDO:0009400,Aminoacidopathy,Inborn Errors of Metabolism
HGNC:9453,PRODH2,hyperprolinemia type 1,MONDO:0009400,Aminoacidopathy,Inborn Errors of Metabolism
HGNC:9453,TP53I6,hyperprolinemia type 1,MONDO:0009400,Aminoacidopathy,Inborn Errors of Metabolism
HGNC:17325,PRODH2,hydroxyprolinemia,MONDO:0009374,Aminoacidopathy,Inborn Errors of Metabolism
HGNC:17325,HSPOX1,hydroxyprolinemia,MONDO:0009374,Aminoacidopathy,Inborn Errors of Metabolism
HGNC:18455,PROK2,hypogonadotropic hypogonadism 4 with or without anosmia,MONDO:0012528,Brain Malformations,Neurodevelopmental Disorders
HGNC:18455,BV8,hypogonadotropic hypogonadism 4 with or without anosmia,MONDO:0012528,Brain Malformations,Neurodevelopmental Disorders
HGNC:18455,KAL4,hypogonadotropic hypogonadism 4 with or without anosmia,MONDO:0012528,Brain Malformations,Neurodevelopmental Disorders
HGNC:18455,MIT1,hypogonadotropic hypogonadism 4 with or without anosmia,MONDO:0012528,Brain Malformations,Neurodevelopmental Disorders
HGNC:18455,PK2,hypogonadotropic hypogonadism 4 with or without anosmia,MONDO:0012528,Brain Malformations,Neurodevelopmental Disorders
HGNC:15836,PROKR2,hypogonadotropic hypogonadism 3 with or without anosmia,MONDO:0009482,Brain Malformations,Neurodevelopmental Disorders
HGNC:15836,DJ680N4.3,hypogonadotropic hypogonadism 3 with or without anosmia,MONDO:0009482,Brain Malformations,Neurodevelopmental Disorders
HGNC:15836,GPR73B,hypogonadotropic hypogonadism 3 with or without anosmia,MONDO:0009482,Brain Malformations,Neurodevelopmental Disorders
HGNC:15836,GPR73L1,hypogonadotropic hypogonadism 3 with or without anosmia,MONDO:0009482,Brain Malformations,Neurodevelopmental Disorders
HGNC:15836,GPRG2,hypogonadotropic hypogonadism 3 with or without anosmia,MONDO:0009482,Brain Malformations,Neurodevelopmental Disorders
HGNC:15836,KAL3,hypogonadotropic hypogonadism 3 with or without anosmia,MONDO:0009482,Brain Malformations,Neurodevelopmental Disorders
HGNC:15836,PKR2,hypogonadotropic hypogonadism 3 with or without anosmia,MONDO:0009482,Brain Malformations,Neurodevelopmental Disorders
HGNC:9454,PROM1,PROM1-related recessive retinopathy,MONDO:1040052,Retina,Ocular
HGNC:9454,AC133,PROM1-related recessive retinopathy,MONDO:1040052,Retina,Ocular
HGNC:9454,CD133,PROM1-related recessive retinopathy,MONDO:1040052,Retina,Ocular
HGNC:9454,CORD12,PROM1-related recessive retinopathy,MONDO:1040052,Retina,Ocular
HGNC:9454,MCDR2,PROM1-related recessive retinopathy,MONDO:1040052,Retina,Ocular
HGNC:9454,PROML1,PROM1-related recessive retinopathy,MONDO:1040052,Retina,Ocular
HGNC:9454,RP41,PROM1-related recessive retinopathy,MONDO:1040052,Retina,Ocular
HGNC:9454,STGD4,PROM1-related recessive retinopathy,MONDO:1040052,Retina,Ocular
HGNC:9454,PROM1,PROM1-related dominant retinopathy,MONDO:1040053,Retina,Ocular
HGNC:9454,AC133,PROM1-related dominant retinopathy,MONDO:1040053,Retina,Ocular
HGNC:9454,CD133,PROM1-related dominant retinopathy,MONDO:1040053,Retina,Ocular
HGNC:9454,CORD12,PROM1-related dominant retinopathy,MONDO:1040053,Retina,Ocular
HGNC:9454,MCDR2,PROM1-related dominant retinopathy,MONDO:1040053,Retina,Ocular
HGNC:9454,PROML1,PROM1-related dominant retinopathy,MONDO:1040053,Retina,Ocular
HGNC:9454,RP41,PROM1-related dominant retinopathy,MONDO:1040053,Retina,Ocular
HGNC:9454,STGD4,PROM1-related dominant retinopathy,MONDO:1040053,Retina,Ocular
HGNC:19958,PRORP,mitochondrial disease,MONDO:0044970,Mitochondrial Diseases,Inborn Errors of Metabolism
HGNC:19958,KIAA0391,mitochondrial disease,MONDO:0044970,Mitochondrial Diseases,Inborn Errors of Metabolism
HGNC:19958,MRPP3,mitochondrial disease,MONDO:0044970,Mitochondrial Diseases,Inborn Errors of Metabolism
HGNC:9456,PROS1,protein S deficiency,MONDO:0002304,Hemostasis/Thrombosis,Hemostasis/Thrombosis
HGNC:9456,PROS,protein S deficiency,MONDO:0002304,Hemostasis/Thrombosis,Hemostasis/Thrombosis
HGNC:9459,PROX1,congenital heart disease,MONDO:0005453,Congenital Heart Disease,Cardiovascular
HGNC:9459,,congenital heart disease,MONDO:0005453,Congenital Heart Disease,Cardiovascular
HGNC:17348,PRPF3,retinitis pigmentosa 18,MONDO:0011075,Retina,Ocular
HGNC:17348,HPRP3,retinitis pigmentosa 18,MONDO:0011075,Retina,Ocular
HGNC:17348,PRP3,retinitis pigmentosa 18,MONDO:0011075,Retina,Ocular
HGNC:17348,RP18,retinitis pigmentosa 18,MONDO:0011075,Retina,Ocular
HGNC:17348,SNRNP90,retinitis pigmentosa 18,MONDO:0011075,Retina,Ocular
HGNC:15446,PRPF31,PRPF31-related retinopathy,MONDO:0800395,Retina,Ocular
HGNC:15446,HPRP31,PRPF31-related retinopathy,MONDO:0800395,Retina,Ocular
HGNC:15446,NY-BR-99,PRPF31-related retinopathy,MONDO:0800395,Retina,Ocular
HGNC:15446,PRP31,PRPF31-related retinopathy,MONDO:0800395,Retina,Ocular
HGNC:15446,RP11,PRPF31-related retinopathy,MONDO:0800395,Retina,Ocular
HGNC:15446,SNRNP61,PRPF31-related retinopathy,MONDO:0800395,Retina,Ocular
HGNC:17349,PRPF4,inherited retinal dystrophy,MONDO:0019118,Retina,Ocular
HGNC:17349,HPRP4,inherited retinal dystrophy,MONDO:0019118,Retina,Ocular
HGNC:17349,HPRP4P,inherited retinal dystrophy,MONDO:0019118,Retina,Ocular
HGNC:17349,PRP4,inherited retinal dystrophy,MONDO:0019118,Retina,Ocular
HGNC:17349,PRP4P,inherited retinal dystrophy,MONDO:0019118,Retina,Ocular
HGNC:17349,SNRNP60,inherited retinal dystrophy,MONDO:0019118,Retina,Ocular
HGNC:17340,PRPF8,PRPF8-related retinopathy,MONDO:0700234,Retina,Ocular
HGNC:17340,HPRP8,PRPF8-related retinopathy,MONDO:0700234,Retina,Ocular
HGNC:17340,PRP8,PRPF8-related retinopathy,MONDO:0700234,Retina,Ocular
HGNC:17340,PRPC8,PRPF8-related retinopathy,MONDO:0700234,Retina,Ocular
HGNC:17340,RP13,PRPF8-related retinopathy,MONDO:0700234,Retina,Ocular
HGNC:17340,SNRNP220,PRPF8-related retinopathy,MONDO:0700234,Retina,Ocular
HGNC:9461,PRPH,amyotrophic lateral sclerosis,MONDO:0004976,Amyotrophic Lateral Sclerosis Spectrum Disorders,Neurological Disorders
HGNC:9461,NEF4,amyotrophic lateral sclerosis,MONDO:0004976,Amyotrophic Lateral Sclerosis Spectrum Disorders,Neurological Disorders
HGNC:9461,PRPH1,amyotrophic lateral sclerosis,MONDO:0004976,Amyotrophic Lateral Sclerosis Spectrum Disorders,Neurological Disorders
HGNC:9942,PRPH2,PRPH2-related retinopathy,MONDO:1040055,Retina,Ocular
HGNC:9942,CACD2,PRPH2-related retinopathy,MONDO:1040055,Retina,Ocular
HGNC:9942,RD2,PRPH2-related retinopathy,MONDO:1040055,Retina,Ocular
HGNC:9942,RDS,PRPH2-related retinopathy,MONDO:1040055,Retina,Ocular
HGNC:9942,RP7,PRPH2-related retinopathy,MONDO:1040055,Retina,Ocular
HGNC:9942,TSPAN22,PRPH2-related retinopathy,MONDO:1040055,Retina,Ocular
HGNC:9462,PRPS1,phosphoribosylpyrophosphate synthetase superactivity,MONDO:0010395,Hearing Loss,Hearing Loss
HGNC:9462,CMTX5,phosphoribosylpyrophosphate synthetase superactivity,MONDO:0010395,Hearing Loss,Hearing Loss
HGNC:9462,DFN2,phosphoribosylpyrophosphate synthetase superactivity,MONDO:0010395,Hearing Loss,Hearing Loss
HGNC:9462,DFNX1,phosphoribosylpyrophosphate synthetase superactivity,MONDO:0010395,Hearing Loss,Hearing Loss
HGNC:9462,PPRIBP,phosphoribosylpyrophosphate synthetase superactivity,MONDO:0010395,Hearing Loss,Hearing Loss
HGNC:9462,PRS-I,phosphoribosylpyrophosphate synthetase superactivity,MONDO:0010395,Hearing Loss,Hearing Loss
HGNC:9462,PRPS1,PRPS1 deficiency disorder,MONDO:0100061,Hearing Loss,Hearing Loss
HGNC:9462,CMTX5,PRPS1 deficiency disorder,MONDO:0100061,Hearing Loss,Hearing Loss
HGNC:9462,DFN2,PRPS1 deficiency disorder,MONDO:0100061,Hearing Loss,Hearing Loss
HGNC:9462,DFNX1,PRPS1 deficiency disorder,MONDO:0100061,Hearing Loss,Hearing Loss
HGNC:9462,PPRIBP,PRPS1 deficiency disorder,MONDO:0100061,Hearing Loss,Hearing Loss
HGNC:9462,PRS-I,PRPS1 deficiency disorder,MONDO:0100061,Hearing Loss,Hearing Loss
HGNC:29217,PRR12,neuroocular syndrome,MONDO:0859193,Syndromic Disorders,Other
HGNC:29217,KIAA1205,neuroocular syndrome,MONDO:0859193,Syndromic Disorders,Other
HGNC:30500,PRRT2,infantile convulsions and choreoathetosis,MONDO:0011178,Epilepsy,Neurodevelopmental Disorders
HGNC:30500,DKFZP547J199,infantile convulsions and choreoathetosis,MONDO:0011178,Epilepsy,Neurodevelopmental Disorders
HGNC:30500,DSPB3,infantile convulsions and choreoathetosis,MONDO:0011178,Epilepsy,Neurodevelopmental Disorders
HGNC:30500,DYT10,infantile convulsions and choreoathetosis,MONDO:0011178,Epilepsy,Neurodevelopmental Disorders
HGNC:30500,EKD1,infantile convulsions and choreoathetosis,MONDO:0011178,Epilepsy,Neurodevelopmental Disorders
HGNC:30500,FICCA,infantile convulsions and choreoathetosis,MONDO:0011178,Epilepsy,Neurodevelopmental Disorders
HGNC:30500,FLJ25513,infantile convulsions and choreoathetosis,MONDO:0011178,Epilepsy,Neurodevelopmental Disorders
HGNC:30500,ICCA,infantile convulsions and choreoathetosis,MONDO:0011178,Epilepsy,Neurodevelopmental Disorders
HGNC:30500,IFITMD1,infantile convulsions and choreoathetosis,MONDO:0011178,Epilepsy,Neurodevelopmental Disorders
HGNC:30500,PKC,infantile convulsions and choreoathetosis,MONDO:0011178,Epilepsy,Neurodevelopmental Disorders
HGNC:9475,PRSS1,hereditary chronic pancreatitis,MONDO:0008185,Hereditary Cancer,Hereditary Cancer
HGNC:9475,TRY1,hereditary chronic pancreatitis,MONDO:0008185,Hereditary Cancer,Hereditary Cancer
HGNC:9477,PRSS12,non-syndromic intellectual disability,MONDO:0000509,Intellectual Disability and Autism,Neurodevelopmental Disorders
HGNC:9477,BSSP-3,non-syndromic intellectual disability,MONDO:0000509,Intellectual Disability and Autism,Neurodevelopmental Disorders
HGNC:9477,MRT1,non-syndromic intellectual disability,MONDO:0000509,Intellectual Disability and Autism,Neurodevelopmental Disorders
HGNC:13797,PRX,Charcot-Marie-Tooth disease type 4,MONDO:0018995,Charcot-Marie-Tooth Disease,Neurological Disorders
HGNC:13797,KIAA1620,Charcot-Marie-Tooth disease type 4,MONDO:0018995,Charcot-Marie-Tooth Disease,Neurological Disorders
HGNC:9498,PSAP,metachromatic leukodystrophy due to saposin B deficiency,MONDO:0009590,Lysosomal Diseases,Inborn Errors of Metabolism
HGNC:9498,GLBA,metachromatic leukodystrophy due to saposin B deficiency,MONDO:0009590,Lysosomal Diseases,Inborn Errors of Metabolism
HGNC:9498,SAP1,metachromatic leukodystrophy due to saposin B deficiency,MONDO:0009590,Lysosomal Diseases,Inborn Errors of Metabolism
HGNC:9498,SAP2,metachromatic leukodystrophy due to saposin B deficiency,MONDO:0009590,Lysosomal Diseases,Inborn Errors of Metabolism
HGNC:9498,PSAP,Gaucher disease due to saposin C deficiency,MONDO:0012517,Lysosomal Diseases,Inborn Errors of Metabolism
HGNC:9498,GLBA,Gaucher disease due to saposin C deficiency,MONDO:0012517,Lysosomal Diseases,Inborn Errors of Metabolism
HGNC:9498,SAP1,Gaucher disease due to saposin C deficiency,MONDO:0012517,Lysosomal Diseases,Inborn Errors of Metabolism
HGNC:9498,SAP2,Gaucher disease due to saposin C deficiency,MONDO:0012517,Lysosomal Diseases,Inborn Errors of Metabolism
HGNC:9498,PSAP,combined PSAP deficiency,MONDO:0012719,Lysosomal Diseases,Inborn Errors of Metabolism
HGNC:9498,GLBA,combined PSAP deficiency,MONDO:0012719,Lysosomal Diseases,Inborn Errors of Metabolism
HGNC:9498,SAP1,combined PSAP deficiency,MONDO:0012719,Lysosomal Diseases,Inborn Errors of Metabolism
HGNC:9498,SAP2,combined PSAP deficiency,MONDO:0012719,Lysosomal Diseases,Inborn Errors of Metabolism
HGNC:9498,PSAP,Krabbe disease due to saposin A deficiency,MONDO:0012720,Lysosomal Diseases,Inborn Errors of Metabolism
HGNC:9498,GLBA,Krabbe disease due to saposin A deficiency,MONDO:0012720,Lysosomal Diseases,Inborn Errors of Metabolism
HGNC:9498,SAP1,Krabbe disease due to saposin A deficiency,MONDO:0012720,Lysosomal Diseases,Inborn Errors of Metabolism
HGNC:9498,SAP2,Krabbe disease due to saposin A deficiency,MONDO:0012720,Lysosomal Diseases,Inborn Errors of Metabolism
HGNC:19129,PSAT1,neurometabolic disorder due to serine deficiency,MONDO:0018162,Aminoacidopathy,Inborn Errors of Metabolism
HGNC:19129,PSA,neurometabolic disorder due to serine deficiency,MONDO:0018162,Aminoacidopathy,Inborn Errors of Metabolism
HGNC:19129,PSAT,neurometabolic disorder due to serine deficiency,MONDO:0018162,Aminoacidopathy,Inborn Errors of Metabolism
HGNC:19093,PSD3,antecubital pterygium syndrome,MONDO:0008339,General,Other
HGNC:19093,DKFZP761K1423,antecubital pterygium syndrome,MONDO:0008339,General,Other
HGNC:19093,EFA6D,antecubital pterygium syndrome,MONDO:0008339,General,Other
HGNC:19093,EFA6R,antecubital pterygium syndrome,MONDO:0008339,General,Other
HGNC:19093,HCA67,antecubital pterygium syndrome,MONDO:0008339,General,Other
HGNC:19093,KIAA0942,antecubital pterygium syndrome,MONDO:0008339,General,Other
HGNC:9508,PSEN1,dilated cardiomyopathy,MONDO:0005021,Dilated Cardiomyopathy,Cardiovascular
HGNC:9508,AD3,dilated cardiomyopathy,MONDO:0005021,Dilated Cardiomyopathy,Cardiovascular
HGNC:9508,FAD,dilated cardiomyopathy,MONDO:0005021,Dilated Cardiomyopathy,Cardiovascular
HGNC:9508,PS-1,dilated cardiomyopathy,MONDO:0005021,Dilated Cardiomyopathy,Cardiovascular
HGNC:9508,PS1,dilated cardiomyopathy,MONDO:0005021,Dilated Cardiomyopathy,Cardiovascular
HGNC:9508,PSNL1,dilated cardiomyopathy,MONDO:0005021,Dilated Cardiomyopathy,Cardiovascular
HGNC:9508,S182,dilated cardiomyopathy,MONDO:0005021,Dilated Cardiomyopathy,Cardiovascular
HGNC:9509,PSEN2,dilated cardiomyopathy,MONDO:0005021,Dilated Cardiomyopathy,Cardiovascular
HGNC:9509,AD3L,dilated cardiomyopathy,MONDO:0005021,Dilated Cardiomyopathy,Cardiovascular
HGNC:9509,AD4,dilated cardiomyopathy,MONDO:0005021,Dilated Cardiomyopathy,Cardiovascular
HGNC:9509,E5-1,dilated cardiomyopathy,MONDO:0005021,Dilated Cardiomyopathy,Cardiovascular
HGNC:9509,PS-2,dilated cardiomyopathy,MONDO:0005021,Dilated Cardiomyopathy,Cardiovascular
HGNC:9509,PS2,dilated cardiomyopathy,MONDO:0005021,Dilated Cardiomyopathy,Cardiovascular
HGNC:9509,STM2,dilated cardiomyopathy,MONDO:0005021,Dilated Cardiomyopathy,Cardiovascular
HGNC:9538,PSMB10,immunodeficiency 121 with autoinflammation,MONDO:0971001,SCID-CID,Immunology
HGNC:9538,BETA2I,immunodeficiency 121 with autoinflammation,MONDO:0971001,SCID-CID,Immunology
HGNC:9538,LMP10,immunodeficiency 121 with autoinflammation,MONDO:0971001,SCID-CID,Immunology
HGNC:9538,MECL1,immunodeficiency 121 with autoinflammation,MONDO:0971001,SCID-CID,Immunology
HGNC:9538,MGC1665,immunodeficiency 121 with autoinflammation,MONDO:0971001,SCID-CID,Immunology
HGNC:9557,PSMD12,Stankiewicz-Isidor syndrome,MONDO:0054591,Intellectual Disability and Autism,Neurodevelopmental Disorders
HGNC:9557,P55,Stankiewicz-Isidor syndrome,MONDO:0054591,Intellectual Disability and Autism,Neurodevelopmental Disorders
HGNC:9557,RPN5,Stankiewicz-Isidor syndrome,MONDO:0054591,Intellectual Disability and Autism,Neurodevelopmental Disorders
HGNC:9577,PSPH,neurometabolic disorder due to serine deficiency,MONDO:0018162,Aminoacidopathy,Inborn Errors of Metabolism
HGNC:9577,PSP,neurometabolic disorder due to serine deficiency,MONDO:0018162,Aminoacidopathy,Inborn Errors of Metabolism
HGNC:24717,PTCD3,Leigh syndrome,MONDO:0009723,Mitochondrial Diseases,Inborn Errors of Metabolism
HGNC:24717,DKFZP666K071,Leigh syndrome,MONDO:0009723,Mitochondrial Diseases,Inborn Errors of Metabolism
HGNC:24717,FLJ20758,Leigh syndrome,MONDO:0009723,Mitochondrial Diseases,Inborn Errors of Metabolism
HGNC:24717,MS39,Leigh syndrome,MONDO:0009723,Mitochondrial Diseases,Inborn Errors of Metabolism
HGNC:9585,PTCH1,nevoid basal cell carcinoma syndrome,MONDO:0007187,Hereditary Cancer,Hereditary Cancer
HGNC:9585,BCNS,nevoid basal cell carcinoma syndrome,MONDO:0007187,Hereditary Cancer,Hereditary Cancer
HGNC:9585,NBCCS,nevoid basal cell carcinoma syndrome,MONDO:0007187,Hereditary Cancer,Hereditary Cancer
HGNC:9585,PTCH,nevoid basal cell carcinoma syndrome,MONDO:0007187,Hereditary Cancer,Hereditary Cancer
HGNC:9585,SLC65B1,nevoid basal cell carcinoma syndrome,MONDO:0007187,Hereditary Cancer,Hereditary Cancer
HGNC:9586,PTCH2,nevoid basal cell carcinoma syndrome,MONDO:0007187,Hereditary Cancer,Hereditary Cancer
HGNC:9586,SLC65B2,nevoid basal cell carcinoma syndrome,MONDO:0007187,Hereditary Cancer,Hereditary Cancer
HGNC:26392,PTCHD1,non-syndromic X-linked intellectual disability,MONDO:0019181,Intellectual Disability and Autism,Neurodevelopmental Disorders
HGNC:26392,FLJ30296,non-syndromic X-linked intellectual disability,MONDO:0019181,Intellectual Disability and Autism,Neurodevelopmental Disorders
HGNC:26392,SLC65C1,non-syndromic X-linked intellectual disability,MONDO:0019181,Intellectual Disability and Autism,Neurodevelopmental Disorders
HGNC:9588,PTEN,PTEN hamartoma tumor syndrome,MONDO:0017623,Hereditary Cancer,Hereditary Cancer
HGNC:9588,BZS,PTEN hamartoma tumor syndrome,MONDO:0017623,Hereditary Cancer,Hereditary Cancer
HGNC:9588,MHAM,PTEN hamartoma tumor syndrome,MONDO:0017623,Hereditary Cancer,Hereditary Cancer
HGNC:9588,MMAC1,PTEN hamartoma tumor syndrome,MONDO:0017623,Hereditary Cancer,Hereditary Cancer
HGNC:9588,PTEN1,PTEN hamartoma tumor syndrome,MONDO:0017623,Hereditary Cancer,Hereditary Cancer
HGNC:9588,TEP1,PTEN hamartoma tumor syndrome,MONDO:0017623,Hereditary Cancer,Hereditary Cancer
HGNC:9604,PTGS1,platelet-type bleeding disorder 12,MONDO:0011588,Hemostasis/Thrombosis,Hemostasis/Thrombosis
HGNC:9604,COX1,platelet-type bleeding disorder 12,MONDO:0011588,Hemostasis/Thrombosis,Hemostasis/Thrombosis
HGNC:9604,PGHS-1,platelet-type bleeding disorder 12,MONDO:0011588,Hemostasis/Thrombosis,Hemostasis/Thrombosis
HGNC:9604,PTGHS,platelet-type bleeding disorder 12,MONDO:0011588,Hemostasis/Thrombosis,Hemostasis/Thrombosis
HGNC:9644,PTPN11,Noonan syndrome,MONDO:0018997,RASopathy,RASopathy
HGNC:9644,BPTP3,Noonan syndrome,MONDO:0018997,RASopathy,RASopathy
HGNC:9644,NS1,Noonan syndrome,MONDO:0018997,RASopathy,RASopathy
HGNC:9644,PTP2C,Noonan syndrome,MONDO:0018997,RASopathy,RASopathy
HGNC:9644,SH-PTP2,Noonan syndrome,MONDO:0018997,RASopathy,RASopathy
HGNC:9644,SHP-2,Noonan syndrome,MONDO:0018997,RASopathy,RASopathy
HGNC:9644,SHP2,Noonan syndrome,MONDO:0018997,RASopathy,RASopathy
HGNC:9644,PTPN11,Costello syndrome,MONDO:0009026,RASopathy,RASopathy
HGNC:9644,BPTP3,Costello syndrome,MONDO:0009026,RASopathy,RASopathy
HGNC:9644,NS1,Costello syndrome,MONDO:0009026,RASopathy,RASopathy
HGNC:9644,PTP2C,Costello syndrome,MONDO:0009026,RASopathy,RASopathy
HGNC:9644,SH-PTP2,Costello syndrome,MONDO:0009026,RASopathy,RASopathy
HGNC:9644,SHP-2,Costello syndrome,MONDO:0009026,RASopathy,RASopathy
HGNC:9644,SHP2,Costello syndrome,MONDO:0009026,RASopathy,RASopathy
HGNC:9644,PTPN11,cardiofaciocutaneous syndrome,MONDO:0015280,RASopathy,RASopathy
HGNC:9644,BPTP3,cardiofaciocutaneous syndrome,MONDO:0015280,RASopathy,RASopathy
HGNC:9644,NS1,cardiofaciocutaneous syndrome,MONDO:0015280,RASopathy,RASopathy
HGNC:9644,PTP2C,cardiofaciocutaneous syndrome,MONDO:0015280,RASopathy,RASopathy
HGNC:9644,SH-PTP2,cardiofaciocutaneous syndrome,MONDO:0015280,RASopathy,RASopathy
HGNC:9644,SHP-2,cardiofaciocutaneous syndrome,MONDO:0015280,RASopathy,RASopathy
HGNC:9644,SHP2,cardiofaciocutaneous syndrome,MONDO:0015280,RASopathy,RASopathy
HGNC:9644,PTPN11,Noonan syndrome with multiple lentigines,MONDO:0007893,RASopathy,RASopathy
HGNC:9644,BPTP3,Noonan syndrome with multiple lentigines,MONDO:0007893,RASopathy,RASopathy
HGNC:9644,NS1,Noonan syndrome with multiple lentigines,MONDO:0007893,RASopathy,RASopathy
HGNC:9644,PTP2C,Noonan syndrome with multiple lentigines,MONDO:0007893,RASopathy,RASopathy
HGNC:9644,SH-PTP2,Noonan syndrome with multiple lentigines,MONDO:0007893,RASopathy,RASopathy
HGNC:9644,SHP-2,Noonan syndrome with multiple lentigines,MONDO:0007893,RASopathy,RASopathy
HGNC:9644,SHP2,Noonan syndrome with multiple lentigines,MONDO:0007893,RASopathy,RASopathy
HGNC:9666,PTPRC,immunodeficiency 104,MONDO:0012163,SCID-CID,Immunology
HGNC:9666,B220,immunodeficiency 104,MONDO:0012163,SCID-CID,Immunology
HGNC:9666,CD45,immunodeficiency 104,MONDO:0012163,SCID-CID,Immunology
HGNC:9666,CD45R,immunodeficiency 104,MONDO:0012163,SCID-CID,Immunology
HGNC:9666,GP180,immunodeficiency 104,MONDO:0012163,SCID-CID,Immunology
HGNC:9666,LCA,immunodeficiency 104,MONDO:0012163,SCID-CID,Immunology
HGNC:9666,LY5,immunodeficiency 104,MONDO:0012163,SCID-CID,Immunology
HGNC:9666,T200,immunodeficiency 104,MONDO:0012163,SCID-CID,Immunology
